date,price,bedrooms,sqft_living,sqft_lot,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,bathroomsx4,floorsx2
116,425000.0,2,1430,13300,0,0,3,6,1230,200,1921,1921,98033,47.6996,-122.20299999999999,1950,11421,4,3
312,562500.0,3,2030,7549,0,0,3,8,2030,0,1988,1988,98074,47.6187,-122.044,2040,7130,10,2
165,345000.0,4,2390,6976,0,0,3,7,2390,0,2003,2003,98056,47.4807,-122.182,2390,6346,10,4
347,627500.0,4,2540,11500,0,0,4,8,1640,900,1979,1979,98006,47.5609,-122.15,2820,9800,10,2
315,355000.0,3,1890,36300,0,0,3,7,1890,0,1962,1962,98024,47.5719,-121.914,1746,54014,4,2
364,335000.0,3,1870,5876,0,0,3,7,1870,0,1986,1986,98038,47.3779,-122.045,1670,6203,9,4
313,350000.0,4,1780,4228,0,0,3,7,1780,0,1953,1953,98118,47.5488,-122.287,1730,5304,12,2
320,590000.0,3,1610,58370,0,0,3,7,1610,0,1978,1978,98053,47.6718,-122.044,2510,58127,4,2
76,252000.0,3,1420,6788,0,0,3,7,1420,0,1990,1990,98023,47.2887,-122.351,1790,6607,8,4
354,1300000.0,5,4440,9270,0,0,5,10,2220,2220,1968,1968,98040,47.5708,-122.212,2720,9614,16,2
201,705000.0,4,1820,5001,0,0,3,7,1820,0,1947,1947,98119,47.6438,-122.37299999999999,1440,5408,8,4
73,498000.0,3,1620,8400,0,0,3,7,1180,440,1968,1968,98052,47.6574,-122.12799999999999,2120,8424,8,2
142,312500.0,2,870,7227,0,0,3,7,870,0,1948,1948,98133,47.7288,-122.331,1250,7252,4,2
206,260000.0,4,1830,5375,0,0,2,7,1060,770,1962,1962,98198,47.4169,-122.316,1040,7500,7,2
320,209950.0,3,2290,9600,0,0,4,7,2290,0,1967,1967,98042,47.3643,-122.111,1310,9600,6,2
284,610000.0,3,1110,10402,0,0,4,7,1110,0,1967,1967,98006,47.5676,-122.177,2050,9660,7,2
56,500000.0,4,1440,7100,0,0,3,7,1440,0,1906,1906,98107,47.6725,-122.396,1490,5000,4,3
298,850000.0,3,3070,7050,0,3,3,8,1570,1500,1928,1996,98125,47.7076,-122.27600000000001,2350,5881,14,2
293,689000.0,4,2440,11700,0,0,5,8,1480,960,1961,1961,98006,47.5606,-122.184,2140,10807,10,2
192,470000.0,4,2410,4680,0,0,3,9,2410,0,1974,1974,98008,47.6234,-122.113,1910,4611,8,4
5,640000.0,3,2270,5175,0,0,3,9,2130,140,2002,2002,98056,47.51600000000001,-122.20299999999999,2850,5661,12,4
102,290000.0,4,2340,7200,0,0,3,8,1590,750,1960,1960,98146,47.497,-122.369,1970,7800,7,2
230,258500.0,3,1800,9000,0,0,3,7,1800,0,1983,1983,98003,47.3186,-122.331,1670,8486,10,4
73,1100000.0,4,2210,7597,0,0,4,9,1550,660,1977,2006,98004,47.5816,-122.197,2370,8811,14,2
26,420000.0,3,1820,22320,0,0,3,7,1250,570,1977,1977,98053,47.6441,-121.96,2030,22320,7,2
137,230000.0,3,1190,9083,0,0,3,7,1190,0,1955,1955,98198,47.4116,-122.29299999999999,1190,9450,4,2
335,252000.0,3,1400,6865,0,0,4,7,1400,0,1986,1986,98038,47.3639,-122.04799999999999,1480,8125,6,2
59,515000.0,3,2600,4506,0,0,3,8,2600,0,2003,2003,98028,47.7353,-122.22200000000001,2600,4658,10,4
38,425000.0,2,910,4635,0,0,4,6,910,0,1905,1905,98107,47.675,-122.39299999999999,1740,5000,4,2
268,575000.0,3,1760,2320,0,2,3,8,1760,0,1994,1994,98126,47.5723,-122.376,1760,4698,10,4
177,390000.0,2,860,5160,0,0,4,7,860,0,1909,1909,98117,47.6823,-122.38799999999999,1090,5356,4,2
138,561500.0,4,2310,9800,0,0,3,8,1780,530,1968,1968,98033,47.6657,-122.178,2310,9800,9,2
370,1350000.0,4,2000,3728,0,0,4,9,1820,180,1926,1926,98112,47.643,-122.29899999999999,1950,3728,7,3
146,835000.0,5,2460,7830,0,0,5,9,1490,970,1955,1955,98115,47.6938,-122.31,2050,7830,11,2
292,245000.0,2,1020,15000,0,0,3,6,1020,0,1933,1933,98168,47.4956,-122.321,1480,14519,4,3
101,475200.0,3,1670,3980,0,0,3,8,1670,0,2000,2000,98027,47.5317,-122.04700000000001,1670,2897,10,4
195,425000.0,2,790,5024,0,0,4,7,790,0,1941,1941,98117,47.6833,-122.395,1330,5024,4,2
276,218000.0,2,2010,7755,0,0,3,7,2010,0,1952,1952,98178,47.4947,-122.23299999999999,1360,8037,6,4
112,600000.0,4,2600,6536,0,0,3,9,2600,0,1999,1999,98056,47.5232,-122.191,2640,6185,10,4
343,545000.0,4,1890,7210,0,0,3,8,1890,0,1967,1967,98008,47.6342,-122.117,1920,7210,9,2
361,2410000.0,5,4600,23250,0,2,3,9,3600,1000,1918,2003,98004,47.62300000000001,-122.21799999999999,5500,20066,10,3
369,460000.0,5,2008,5050,0,0,3,7,1216,792,1992,1992,98118,47.5376,-122.292,2040,5297,12,2
52,425000.0,2,880,6413,0,0,3,7,880,0,1950,1950,98116,47.573,-122.395,1360,6413,4,2
172,455000.0,3,1700,8360,0,0,4,7,850,850,1955,1955,98006,47.5766,-122.147,1520,8360,7,2
354,313100.0,3,1730,12821,0,0,3,8,1730,0,1994,1994,98001,47.353,-122.272,1980,11336,8,2
52,780000.0,4,3910,59863,0,0,4,10,2490,1420,1987,1987,98027,47.4846,-122.06700000000001,2830,37674,14,4
235,345500.0,4,2160,9682,0,0,3,8,2160,0,1999,1999,98031,47.4106,-122.204,1770,9600,10,4
262,243000.0,3,1200,8034,0,0,5,7,1200,0,1975,1975,98031,47.4135,-122.18,1270,7600,7,2
220,670000.0,5,3860,9600,0,3,4,8,2660,1200,1973,1973,98034,47.7139,-122.223,2440,9600,14,2
285,325000.0,3,1320,7560,0,0,3,6,840,480,1983,1983,98019,47.7451,-121.98,1210,7560,6,2
214,281000.0,2,1280,12500,0,0,3,7,1060,220,1951,1951,98178,47.4833,-122.23700000000001,1460,17771,4,2
307,130000.0,3,1100,5100,0,0,4,7,1100,0,1913,1913,98108,47.5231,-122.33200000000001,1450,5100,4,2
89,340000.0,3,2170,9798,0,0,3,7,2170,0,1995,1995,98038,47.3817,-122.023,2020,8121,10,4
283,485000.0,4,2720,51396,0,0,4,8,2720,0,1977,1977,98059,47.4777,-122.1,1960,51366,11,4
229,642860.0,4,2520,6398,0,0,3,8,2520,0,2014,2014,98072,47.7685,-122.15899999999999,2520,6398,11,4
154,747000.0,3,2560,4800,0,0,3,7,1280,1280,1911,1911,98112,47.6207,-122.295,1620,4800,7,2
88,559950.0,4,2650,7200,0,0,3,8,2250,400,1979,1979,98133,47.7317,-122.354,2110,7269,10,4
199,577288.0,4,2870,7200,0,0,3,9,2870,0,2008,2008,98108,47.5688,-122.31700000000001,2030,5400,11,4
145,575000.0,2,1230,2726,0,0,3,7,880,350,1920,1920,98117,47.6815,-122.359,1710,3750,4,3
3,287000.0,3,1450,6000,0,0,4,7,1450,0,1953,1953,98118,47.5238,-122.287,1170,6464,4,2
192,1150000.0,4,3180,9889,0,0,3,9,2500,680,2012,2012,98033,47.6853,-122.204,2910,8558,15,4
357,335000.0,2,1800,8900,0,0,3,6,900,900,1945,1945,98168,47.51,-122.323,2040,10450,4,2
249,375000.0,4,2020,12500,0,0,2,8,2020,0,1966,1966,98056,47.5403,-122.175,1800,13175,9,4
249,325000.0,2,620,14823,0,0,3,6,620,0,1926,1926,98125,47.7322,-122.3,1400,7930,4,2
255,287000.0,4,1980,7081,0,0,3,7,1470,510,1977,1977,98032,47.3669,-122.288,1980,7081,9,2
300,320000.0,5,2970,7000,0,0,3,8,1810,1160,1979,1979,98023,47.3079,-122.34100000000001,2630,8062,12,2
112,425000.0,4,2270,4400,0,0,3,7,2270,0,2006,2006,98065,47.5381,-121.88799999999999,2090,4400,10,4
96,550000.0,3,1630,6009,0,3,4,8,1630,0,1954,1954,98117,47.69300000000001,-122.383,2120,6009,4,2
214,135000.0,3,1520,8450,0,0,2,6,1120,400,1961,1961,98023,47.328,-122.337,1320,8450,4,2
76,695000.0,3,2080,5687,0,0,4,8,2080,0,1924,1924,98144,47.5776,-122.289,2300,5995,7,3
369,975000.0,5,3020,9648,0,2,4,9,1980,1040,1977,1977,98006,47.5586,-122.134,2890,12598,10,2
18,210000.0,4,2180,28710,0,0,3,8,1180,1000,1950,1950,98198,47.405,-122.288,2180,28710,7,2
243,518000.0,4,1780,8768,0,0,4,7,1050,730,1951,1951,98125,47.7085,-122.28299999999999,1590,8100,7,2
68,335500.0,3,1370,6780,0,0,3,6,1370,0,1930,1930,98125,47.7156,-122.291,1450,7214,4,4
208,750000.0,4,3050,7020,0,3,3,9,2050,1000,1984,1984,98126,47.57100000000001,-122.374,2170,5900,14,4
235,515000.0,3,1490,12000,0,0,4,7,1490,0,1956,1956,98006,47.568999999999996,-122.175,1630,12000,7,2
19,344500.0,4,1800,5453,0,0,3,7,1050,750,2002,2002,98055,47.4632,-122.209,1820,6900,11,2
45,470000.0,3,1760,6723,0,0,3,7,1160,600,1958,1958,98118,47.5514,-122.266,2080,8965,6,2
125,606150.0,4,1770,9848,0,0,3,8,1370,400,1967,1967,98008,47.6208,-122.09899999999999,2040,9587,7,2
202,292000.0,4,2910,7712,0,0,3,7,1600,1310,1998,1998,98002,47.2842,-122.198,2220,6649,11,2
109,429000.0,3,2520,5043,0,0,3,8,1260,1260,1957,1957,98126,47.5339,-122.37200000000001,1360,4920,7,2
110,765000.0,4,3190,38119,0,0,3,9,3190,0,1988,1988,98053,47.6698,-122.044,2560,36280,10,4
348,425000.0,2,540,2500,0,0,3,5,540,0,1905,1905,98107,47.6729,-122.383,1290,5000,4,2
286,505000.0,4,3170,5340,0,0,3,7,3170,0,2000,2000,98059,47.4911,-122.13799999999999,3010,5340,10,4
319,544950.0,3,1830,7371,0,0,3,7,1830,0,1957,1957,98008,47.6059,-122.12100000000001,1600,7700,7,2
145,382000.0,3,1360,4840,0,0,3,8,1360,0,1936,1936,98126,47.5487,-122.376,1450,4840,8,3
118,475000.0,3,1870,25157,0,0,3,7,1870,0,1978,1978,98014,47.695,-121.915,1870,15391,7,4
350,355000.0,3,1370,4790,0,0,4,7,1370,0,1982,1982,98034,47.7253,-122.164,1370,3799,6,4
62,410000.0,4,1700,9000,0,0,5,7,1700,0,1972,1972,98034,47.7306,-122.23299999999999,1370,7592,10,2
277,450000.0,4,1960,5008,0,0,3,6,980,980,1900,1900,98144,47.5958,-122.29899999999999,1175,2315,8,2
26,565000.0,7,4140,9066,0,0,3,7,2070,2070,1978,1978,98125,47.7302,-122.291,1440,1865,18,2
347,529100.0,2,1290,6528,0,0,4,7,1290,0,1941,1941,98115,47.693999999999996,-122.29,1670,5712,4,3
286,452500.0,4,2460,6454,0,0,3,7,2460,0,2006,2006,98065,47.5381,-121.89,2320,4578,10,4
20,245000.0,4,1580,8000,0,0,3,7,1040,540,1967,1967,98003,47.3467,-122.304,1550,8000,8,2
332,415000.0,1,700,2550,0,0,3,6,700,0,1954,1954,98117,47.6783,-122.383,1330,4110,4,2
83,610000.0,4,2410,15899,0,3,3,9,2410,0,1990,1990,98074,47.6242,-122.04,2360,11412,10,4
167,363500.0,4,2180,9702,0,0,5,7,1090,1090,1962,1962,98178,47.4973,-122.26799999999999,2020,9792,7,2
278,510000.0,3,1950,12630,0,0,4,8,1230,0,1969,1969,98052,47.6301,-122.10700000000001,1990,12196,11,2
327,650000.0,4,2630,28298,0,0,3,8,2630,0,1996,1996,98053,47.6314,-121.96799999999999,2840,26071,10,4
257,290000.0,4,2050,9015,0,0,4,7,2050,0,1973,1973,98058,47.4357,-122.16799999999999,1780,8820,10,4
320,170000.0,3,790,6750,0,0,2,6,790,0,1944,1944,98178,47.4984,-122.24,960,6298,4,2
332,510000.0,2,1070,5280,0,0,3,6,1070,0,1900,1900,98122,47.6168,-122.303,1380,2370,4,2
143,316000.0,4,2320,7379,0,0,3,8,2320,0,1987,1987,98003,47.3432,-122.316,2230,7614,10,4
10,690000.0,4,2670,13463,0,0,4,9,2670,0,1989,1989,98029,47.5627,-122.01799999999999,2560,10982,10,4
98,199950.0,2,700,5200,0,0,5,5,700,0,1952,1952,98056,47.4924,-122.17399999999999,970,5200,4,2
103,207000.0,3,860,7740,0,0,3,6,860,0,1960,1960,98178,47.4906,-122.244,980,7200,4,2
349,449950.0,4,3490,8400,0,0,4,8,3490,0,1976,1976,98058,47.4513,-122.12799999999999,2320,8723,9,3
320,361550.0,3,1160,257875,0,0,2,7,1160,0,1980,1980,98059,47.4655,-122.072,1420,15450,7,2
145,824000.0,4,3650,57538,0,0,3,10,3650,0,1996,1996,98077,47.7711,-122.041,3730,56257,14,4
249,537000.0,3,1550,10050,0,0,5,7,1550,0,1957,1957,98008,47.6345,-122.12299999999999,1720,10050,7,2
95,838400.0,4,2620,9525,0,0,4,9,2620,0,1974,1974,98040,47.5631,-122.219,2580,9525,10,5
132,225000.0,2,720,4758,0,0,3,6,720,0,1947,1947,98126,47.5176,-122.376,990,4920,4,2
356,329900.0,3,1380,5198,0,0,4,7,1380,0,1982,1982,98106,47.5514,-122.35700000000001,1320,6827,8,2
249,282500.0,4,1170,34925,0,0,4,6,1170,0,1942,1942,98065,47.5305,-121.84100000000001,1610,28108,4,2
339,229950.0,3,1170,11960,0,0,4,7,1170,0,1969,1969,98042,47.3279,-122.13600000000001,1230,9800,7,2
333,500000.0,2,1630,12059,0,0,3,7,1270,360,1947,1947,98125,47.7228,-122.314,1660,8800,4,2
186,495000.0,3,1890,6557,0,0,3,8,1890,0,1967,1967,98125,47.7032,-122.286,1920,6793,7,2
39,149500.0,3,1010,9450,0,0,4,7,1010,0,1959,1959,98198,47.3592,-122.315,1240,9450,4,2
108,726000.0,3,2040,10033,0,0,4,8,1420,620,1974,1974,98005,47.6375,-122.17299999999999,2260,10115,10,2
342,899000.0,4,4080,10295,0,0,3,10,4080,0,1998,1998,98075,47.5933,-121.98200000000001,3470,10295,10,4
317,317000.0,3,1270,8925,0,0,5,7,1270,0,1955,1955,98056,47.5124,-122.165,1270,8996,4,2
328,395000.0,1,790,3000,0,0,3,6,790,0,1953,1953,98199,47.6544,-122.38600000000001,1110,4100,4,2
276,360000.0,4,2580,6740,0,0,3,8,2580,0,1999,1999,98058,47.4296,-122.185,2010,6740,12,4
47,570000.0,4,2290,6738,0,0,3,8,2290,0,1996,1996,98029,47.5714,-122.005,2100,6261,10,4
48,320000.0,4,3490,5000,0,0,3,8,3490,0,2003,2003,98042,47.3772,-122.12700000000001,2910,5025,10,4
146,320000.0,3,1510,30185,0,0,3,7,1510,0,1976,1976,98058,47.4118,-122.089,1470,12465,7,3
314,268000.0,5,2400,4564,0,0,3,7,2400,0,2004,2004,98042,47.369,-122.126,1880,4109,10,4
56,191000.0,2,900,3400,0,0,5,6,900,0,1905,1905,98108,47.5269,-122.314,940,6000,4,2
94,400000.0,2,1270,7440,0,0,4,7,910,360,1949,1949,98126,47.5285,-122.37200000000001,1040,7500,4,2
60,515000.0,2,1050,5000,0,0,5,7,1050,0,1907,1907,98107,47.6699,-122.369,1340,5000,4,2
349,610000.0,4,2950,9010,0,0,3,9,2950,0,2004,2004,98065,47.53100000000001,-121.86,3160,8813,10,4
175,538000.0,2,1850,3060,0,0,3,7,1060,790,1929,1992,98115,47.6821,-122.30799999999999,1850,4080,7,2
32,432000.0,3,1970,4036,0,0,4,7,1970,0,2003,2003,98065,47.5335,-121.869,1960,5020,10,4
270,335000.0,4,2400,8592,0,0,3,8,2400,0,1978,1978,98055,47.4383,-122.193,2180,8100,9,4
294,302000.0,5,2360,8642,0,0,5,7,2060,300,1926,1926,98133,47.7617,-122.335,1950,8491,7,3
94,787500.0,4,1580,9382,0,0,3,7,1080,500,1963,1963,98039,47.6353,-122.23200000000001,2010,9382,7,2
230,420000.0,3,1790,7055,0,0,5,8,1520,270,1937,1937,98133,47.718,-122.355,1710,7055,4,2
356,535000.0,3,1970,6634,0,0,3,8,1970,0,1989,1989,98029,47.5759,-122.012,2090,6176,10,4
39,310000.0,3,1780,6771,0,0,3,7,1230,550,1990,1990,98106,47.5237,-122.353,1780,6771,10,2
220,760000.0,5,3920,5250,0,0,5,7,2560,1360,1910,1910,98144,47.5798,-122.294,1830,4240,8,3
143,242500.0,3,1550,1905,0,0,3,7,1550,0,2005,2005,98055,47.4331,-122.195,1550,1866,7,4
294,1310000.0,6,2980,7200,0,2,3,8,2980,0,1911,1911,98119,47.6366,-122.36200000000001,1720,3600,12,3
167,235000.0,3,1270,7153,0,0,5,6,1270,0,1949,1949,98055,47.4815,-122.226,1650,7153,4,2
297,598780.0,4,3040,12160,0,0,4,7,1520,1520,1963,1963,98007,47.5911,-122.133,2560,12090,9,2
97,433200.0,3,2075,16200,0,0,3,8,2075,0,2002,2002,98045,47.4848,-121.698,2300,32379,10,4
374,343000.0,2,1110,9920,0,0,5,6,700,410,1942,1942,98056,47.5454,-122.19200000000001,2830,10091,4,2
192,145000.0,2,800,8125,0,0,3,6,800,0,1964,1964,98033,47.6836,-122.17399999999999,2390,8125,4,2
259,291970.0,1,680,21727,0,0,3,5,680,0,1952,1995,98058,47.44600000000001,-122.175,1470,19406,4,2
320,599950.0,3,1680,7910,0,0,3,7,1680,0,1949,1949,98146,47.5085,-122.385,1330,7910,4,2
84,1750000.0,4,3910,22710,0,0,3,8,3910,0,1908,2003,98004,47.6295,-122.21700000000001,2920,16544,10,3
321,870000.0,4,2780,11000,0,0,3,9,1560,1220,1964,1964,98004,47.595,-122.20299999999999,2350,11700,7,2
371,323000.0,4,2000,9083,0,0,4,7,2000,0,1992,1992,98038,47.3511,-122.05799999999999,1690,7735,11,4
115,727000.0,4,3150,9703,0,0,3,9,3150,0,2001,2001,98075,47.5962,-122.01799999999999,3150,8819,12,4
174,166000.0,1,1120,17332,0,0,3,7,1120,0,1988,1988,98001,47.2972,-122.26700000000001,1280,17334,4,2
363,450000.0,4,1740,12204,0,0,3,7,1270,470,1961,1961,98155,47.7675,-122.277,2190,12204,7,2
53,400000.0,3,2970,23100,0,0,3,7,1510,1460,1967,1967,98072,47.7735,-122.133,2390,20300,10,2
284,599000.0,3,2970,23100,0,0,3,7,1510,1460,1967,1967,98072,47.7735,-122.133,2390,20300,10,2
34,165000.0,3,1150,19200,0,0,4,5,1150,0,1908,1908,98001,47.2756,-122.27,1290,19200,4,2
34,229000.0,2,1190,7408,0,0,3,6,830,360,1941,1941,98168,47.5094,-122.31,1140,7408,4,2
164,305000.0,1,900,7500,0,0,3,5,900,0,1946,1946,98155,47.7553,-122.28299999999999,1470,7500,4,2
136,930000.0,3,2950,4446,0,0,3,9,2450,500,2001,2001,98116,47.5852,-122.391,1930,4255,13,4
144,542000.0,3,1990,15985,0,0,3,8,1540,450,1964,1964,98007,47.6205,-122.141,2470,10125,10,2
130,214000.0,3,1020,9147,0,0,4,6,1020,0,1900,1965,98010,47.3127,-122.00200000000001,1600,9700,4,2
130,718000.0,3,2070,7200,0,0,3,8,2070,0,2001,2001,98033,47.6946,-122.211,1650,8877,10,4
40,349000.0,3,1430,1002,0,0,3,8,1430,0,2002,2002,98103,47.698,-122.34899999999999,1430,1530,10,6
368,305000.0,3,2030,8000,0,0,3,7,2030,0,1997,1997,98031,47.4024,-122.21600000000001,2290,7945,10,4
74,498000.0,3,1620,2640,0,0,4,7,1620,0,1900,1993,98122,47.6036,-122.305,1370,3840,10,4
368,737000.0,3,2300,7800,0,2,3,9,2300,0,1997,1997,98052,47.6842,-122.155,2300,8187,10,4
238,860000.0,4,3830,10005,0,0,3,10,3830,0,2001,2001,98075,47.5953,-122.039,2555,5204,13,4
61,339950.0,3,2390,34041,0,0,3,8,1840,550,1984,1984,98042,47.3546,-122.081,2460,35686,10,2
14,249000.0,3,1440,7673,0,0,3,7,940,500,1982,1982,98031,47.4034,-122.178,1440,8418,9,2
370,370000.0,2,910,5525,0,0,2,6,910,0,1910,1910,98126,47.5322,-122.37899999999999,1620,5525,4,2
164,725000.0,3,1550,12262,0,0,4,7,1550,0,1964,1964,98040,47.5755,-122.21600000000001,2900,12372,8,2
217,529000.0,5,2380,91476,0,0,4,8,1580,800,1976,1976,98059,47.479,-122.15299999999999,1880,12870,10,2
319,310000.0,4,2060,8100,0,0,4,7,1310,750,1988,1988,98198,47.3581,-122.31700000000001,1540,8100,11,2
178,315000.0,4,1880,9163,0,0,3,8,1880,0,1981,1981,98058,47.4362,-122.165,1900,7980,9,4
153,1300000.0,4,3470,4160,0,0,3,9,2480,990,1927,1927,98119,47.63,-122.363,2280,5440,10,4
187,435000.0,3,2360,12744,0,0,5,7,2360,0,1964,1964,98059,47.483000000000004,-122.164,1650,8625,8,4
75,350000.0,3,1970,10800,0,0,4,7,1300,670,1979,1979,98056,47.5107,-122.17200000000001,1970,8768,7,2
129,240000.0,3,1040,7800,0,0,3,7,1040,0,1948,1948,98055,47.4804,-122.229,1780,8400,4,2
361,410000.0,3,1420,3750,0,0,3,7,1420,0,1987,1987,98116,47.5725,-122.383,1430,4664,9,4
144,430000.0,4,2290,5249,0,0,3,7,2290,0,2003,2003,98059,47.4916,-122.162,2270,4348,11,4
108,446000.0,4,1530,8375,0,0,3,7,1020,510,1974,1974,98034,47.7174,-122.236,1650,9794,10,2
40,240000.0,3,1360,9760,0,0,5,7,1360,0,1984,1984,98045,47.4648,-121.757,1310,11456,6,3
251,595000.0,4,3680,35736,0,0,4,8,2320,1360,1970,1970,98027,47.4703,-122.015,3210,39512,12,3
308,215150.0,3,920,4770,0,0,4,6,920,0,1969,1969,98042,47.3654,-122.08200000000001,920,4770,4,2
20,319950.0,2,1070,5824,0,2,5,7,1070,0,1949,1949,98178,47.507,-122.242,2090,7980,4,2
45,385000.0,3,1590,9912,0,0,3,8,1590,0,2000,2000,98070,47.3731,-122.43,1670,9912,8,4
327,280000.0,3,1600,6700,0,0,3,8,1600,0,1991,1991,98042,47.3618,-122.074,1790,7577,10,4
374,399950.0,3,1510,7300,0,0,3,7,1040,470,1974,1974,98034,47.7153,-122.211,1360,7300,10,2
21,132500.0,3,1080,10500,0,0,3,7,1080,0,1967,1967,98001,47.32,-122.27799999999999,1200,9607,4,2
356,399950.0,2,1330,2856,0,0,4,7,930,400,1916,1916,98126,47.5671,-122.37,1330,2856,3,2
80,290000.0,2,850,6800,0,0,3,7,850,0,1948,1948,98133,47.7282,-122.337,870,6800,4,2
375,860000.0,5,1960,8592,0,0,4,8,1290,670,1958,1958,98004,47.6066,-122.19200000000001,1720,8592,9,2
27,3100000.0,6,6980,15682,0,4,4,12,5330,1650,1999,1999,98040,47.5552,-122.23100000000001,3930,18367,17,6
14,245000.0,4,1530,7200,0,0,3,7,1400,130,1948,1948,98178,47.5015,-122.262,1530,7200,4,3
227,255000.0,3,1320,7980,0,0,3,7,1320,0,1956,1956,98178,47.5068,-122.259,2000,7700,6,2
195,310000.0,4,2320,7200,0,0,3,7,2320,0,1976,1976,98155,47.7703,-122.31200000000001,2050,10000,12,4
103,299000.0,3,960,8100,0,0,3,7,960,0,1955,1955,98155,47.7763,-122.305,1080,8100,4,2
192,575000.0,4,2040,5508,0,0,4,8,2040,0,1996,1996,98029,47.5719,-122.007,2130,5496,10,4
196,284000.0,3,1080,8214,0,0,3,7,1080,0,1944,1944,98133,47.7401,-122.348,1850,13560,4,2
340,840000.0,3,2020,4800,0,0,4,8,1090,930,1926,1926,98115,47.6726,-122.294,1680,4800,7,2
103,442573.0,3,1780,7567,0,0,3,7,1290,490,1980,1980,98034,47.7314,-122.225,1910,8645,7,2
159,560000.0,3,1140,7028,0,0,3,8,1140,0,1931,1931,98115,47.6948,-122.322,1350,6923,4,2
5,485000.0,3,1610,4160,0,0,4,7,1010,600,1917,1917,98136,47.5421,-122.38799999999999,1040,4400,8,2
320,472500.0,4,1440,8536,0,0,4,7,1440,0,1961,1961,98033,47.6775,-122.18,1720,9748,7,2
208,1610000.0,4,4270,25807,0,0,3,11,4270,0,1996,1996,98004,47.5951,-122.206,3860,20723,11,4
231,808000.0,8,3460,4600,0,0,3,7,2860,600,1987,1987,98105,47.6617,-122.289,2170,3750,15,4
173,398000.0,3,1890,16001,0,0,4,7,1890,0,1950,1950,98011,47.7663,-122.20100000000001,1820,11450,7,3
291,340000.0,3,2240,6000,0,0,3,8,2240,0,2003,2003,98059,47.4837,-122.13799999999999,2400,6000,10,4
376,380000.0,2,760,4000,0,0,3,6,760,0,1910,1910,98108,47.5462,-122.32,1130,4000,4,3
133,235000.0,3,1020,6173,0,0,3,6,780,240,1948,1948,98168,47.5042,-122.329,1330,5909,4,2
178,400000.0,3,1330,9900,0,0,3,7,1330,0,1956,1956,98034,47.7167,-122.23299999999999,1940,9900,6,2
70,582000.0,5,2780,12335,0,0,4,8,1590,1190,1968,1968,98006,47.5681,-122.12799999999999,2750,9930,10,2
243,209000.0,2,1070,6120,0,0,3,6,1070,0,1962,1962,98168,47.4989,-122.31700000000001,1130,6120,4,2
336,335000.0,5,2660,7700,0,0,4,7,1670,990,1962,1962,98058,47.46,-122.17399999999999,1610,7700,12,3
224,285950.0,2,710,7120,0,0,5,6,710,0,1942,1942,98146,47.5122,-122.374,1100,7020,4,2
189,645000.0,5,3340,52476,0,0,4,8,3340,0,1975,1975,98027,47.4553,-121.98700000000001,2460,48351,9,4
235,312000.0,2,1160,7500,0,0,4,7,1160,0,1916,1916,98014,47.6499,-121.916,1110,7500,4,3
161,663000.0,3,2840,59677,0,0,3,7,1580,1260,1967,1967,98075,47.5828,-122.044,2220,31688,9,2
171,443950.0,3,2000,36000,0,0,3,6,2000,0,1946,1946,98056,47.5217,-122.182,2100,9681,7,2
28,315000.0,3,1060,5750,0,0,3,7,1060,0,1981,1981,98126,47.5523,-122.37200000000001,1080,5750,8,2
325,302200.0,4,1730,10396,0,0,3,7,1730,0,1964,1964,98058,47.4497,-122.16799999999999,1510,10396,6,2
251,770000.0,3,2190,2658,0,3,4,9,2190,0,1979,1979,98033,47.6528,-122.20299999999999,2315,2538,10,4
265,374950.0,4,1660,8160,0,0,3,8,1660,0,1974,1974,98058,47.4483,-122.12899999999999,1800,7684,7,2
40,330000.0,3,2210,7557,0,0,3,9,2210,0,1989,1989,98023,47.3079,-122.39299999999999,2440,8641,10,4
171,230000.0,2,870,7020,0,0,4,6,570,300,1942,1942,98106,47.5404,-122.352,1730,7020,4,2
360,967000.0,4,3100,7250,0,0,3,9,3100,0,2010,2010,98115,47.6961,-122.316,1240,6670,10,4
129,536500.0,4,1720,3515,0,2,3,8,1470,0,2000,2000,98144,47.591,-122.29299999999999,1140,2208,10,4
56,315000.0,6,3120,4240,0,2,4,7,2090,1030,1993,1993,98106,47.5305,-122.353,1460,4240,16,4
75,626000.0,3,1040,4240,0,0,4,7,860,180,1924,1924,98117,47.6768,-122.367,1170,4240,4,2
77,334009.0,4,1650,9305,0,0,4,6,1650,0,1960,1960,98034,47.7183,-122.213,1860,7486,8,2
272,429000.0,2,1010,5000,0,0,2,7,1010,0,1924,1924,98107,47.6715,-122.365,1410,5000,4,2
279,818000.0,4,4020,44431,0,0,3,10,4020,0,1987,1987,98072,47.7467,-122.132,3440,52900,10,4
118,326000.0,5,2166,6342,0,0,3,8,2166,0,2013,2013,98042,47.3461,-122.152,2474,5948,11,4
41,310000.0,5,1880,5000,0,0,3,7,1100,780,1997,1997,98106,47.5453,-122.363,1640,5000,12,2
354,525000.0,4,2260,7680,0,0,4,7,1130,1130,1947,1947,98177,47.7193,-122.361,1800,7680,8,2
336,350000.0,3,2010,4400,0,0,3,7,2010,0,1986,1986,98055,47.4735,-122.189,1720,4187,9,3
